# copyright(c)Jorg Peters [jorg.peters@gmail.com]
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.1111111111,0.02777777778,0.1111111111
0.75,0.1944444444,0.02777777771,0.02777777779
0.75,0.1111111111,0.1111111112,0.02777777771
0.6666666667,0.1666666667,0,0.1666666667
0.6666666667,0.3333333333,0,0
0.6666666667,0.1666666667,0.1666666667,0
0.5,0.25,0,0.25
0.5,0.5,0,0
0.5,0.25,0.25,0
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.1111111111,0.1111111111,0.02777777778
0.75,0.02777777778,0.1944444444,0.02777777776
0.75,0.02777777778,0.1111111111,0.1111111111
0.6666666667,0.1666666667,0.1666666667,0
0.6666666667,0,0.3333333333,0
0.6666666667,0,0.1666666667,0.1666666667
0.5,0.25,0.25,0
0.5,0,0.5,0
0.5,0,0.25,0.25
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.08333333333,0.08333333333,0.08333333333
0.75,0.02777777778,0.1111111111,0.1111111111
0.75,0.02777777778,0.02777777778,0.1944444444
0.75,0.1111111111,0.02777777778,0.1111111111
0.6666666667,0,0.1666666661,0.1666666662
0.6666666667,0,0,0.3333333331
0.6666666667,0.1666666667,0,0.1666666662
0.5,0,0.25,0.25
0.5,0,0,0.5
0.5,0.25,0,0.25
