# copyright(c)Jorg Peters [jorg.peters@gmail.com]
.2500000000,.2500000000,.2500000000,.2500000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.1666666667,.1666666667,.3333333333,.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.1041666667,.1041666667,.3750000000,.3750000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2083333333e-1,0,.2083333333e-1
.6250000000e-1,.6250000000e-1,.3750000000,.3750000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6250000000e-1,0,.6250000000e-1
.1666666667,.3333333333,.1666666667,.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.8680966982e-1,.2222222222,.2222222222,.4687458857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.4514300316e-1,.1388888889,.2196231984,.5425275223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1996424921e-1,0,.3385313810e-1
.2344058570e-1,.8333333333e-1,.1953217571,.5546782429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4166666667e-1,0,.1015594143
.1041666667,.3750000000,.1041666667,.3750000000,0,0,.2083333333e-1,.2083333333e-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.4514300316e-1,.2196231984,.1388888889,.5425275223,0,0,.1996424921e-1,.3385313810e-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.1797827996e-1,.1239587314,.1239587314,.6124198660,.1724575881e-3,-.1339130147e-2,.1142049577e-1,.4544670193e-1,.7543493241e-4,-.2593721541e-3,-.8858638487e-3,.3840853747e-2,.4626709930e-4,-.5708364984e-3,-.1584368017e-3,.3053624017e-2,.4626709930e-4,-.1584368017e-3,-.5708364984e-3,.3053624017e-2,.7543493241e-4,-.8858638487e-3,-.2593721541e-3,.3840853747e-2,.1724575881e-3,.1142049577e-1,-.1339130147e-2,.4544670193e-1
.5259654600e-2,.6579738128e-1,.1018075922,.6122168985,.2834869343e-3,-.2215827167e-2,.3913536060e-2,.5396201510e-1,.2329765561e-3,-.6028192977e-3,-.1149021605e-2,.4810545805e-2,.3695508744e-4,-.9981174139e-3,-.5420564705e-3,.7434515523e-2,.1966915951e-3,-.1284944768e-3,-.8973220412e-3,.2708332040e-2,.9291471934e-4,-.2875601424e-2,-.6558868109e-3,.1471499084e-1,.5167913750e-3,.1894037236e-1,-.4172395169e-2,.1213118912
.6250000000e-1,.3750000000,.6250000000e-1,.3750000000,0,0,.6250000000e-1,.6250000000e-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.2344058570e-1,.1953217571,.8333333333e-1,.5546782429,0,0,.4166666667e-1,.1015594143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
