0,0,0,0,0,0,0,0,0,0.41667,0.41667,0,0,0,0.083333,0.083333,0,0
0,0,0,0,0,0.083333,0.083333,0,0,0.10417,0.625,0.10417,0,0,0,0,0,0
-0.00014468,-0.00043403,0.00043403,0.00014468,0.0021701,0.096788,0.069878,-0.0021701,-0.010995,0.19546,0.625,0.012876,0.010995,0,0.0021701,0,-0.0021701,0
-0.00048225,-0.00067515,0.001061,9.6451e-05,0.0072338,0.10735,0.05353,-0.0014468,-0.036651,0.37375,0.48032,0.0085841,0.0073302,0,0.0072338,-0.005787,-0.0014468,0
-0.0005787,-0.0007073,0.0012217,6.43e-05,0.011767,0.11555,0.040316,-0.00096451,-0.024434,0.4845,0.36265,0.0057227,0.0048868,0,0.0086806,-0.007716,-0.00096451,0
0,0,0,0,0,0.25,0.25,0,0,0.0625,0.375,0.0625,0,0,0,0,0,0
-0.00043403,-0.0013021,0.0013021,0.00043403,0.0047743,0.2921,0.2079,-0.0047743,-0.0069444,0.11762,0.375,0.0073785,0.0069444,0,0.0013021,0,-0.0013021,0
-0.0014468,-0.0020255,0.0031829,0.00028935,0.015914,0.32784,0.15943,-0.0031829,-0.023148,0.22541,0.28819,0.004919,0.0046296,0,0.0043403,-0.0034722,-0.00086806,0
-0.0017361,-0.0021219,0.0036651,0.0001929,0.031443,0.3505,0.12018,-0.0021219,-0.015432,0.29147,0.21759,0.0032793,0.0030864,0,0.0052083,-0.0046296,-0.0005787,0
0,0,0,0,0,0.25,0.25,0,0,0.0625,0.375,0.0625,0,0,0,0,0,0
-0.0004340319,-0.0013021,0.0013021,0.00043403,0.0047743,0.2921,0.2079,-0.0047743,-0.0069444,0.11762,0.375,0.0073785,0.0069444,0,0.0013021,0,-0.0013021,0
-0.001446821,-0.0020255,0.0031829,0.00028935,0.015914,0.32784,0.15943,-0.0031829,-0.023148,0.22541,0.28819,0.004919,0.0046296,0,0.0043403,-0.0034722,-0.00086806,0
-0.001736118,-0.0021219,0.0036651,0.0001929,0.031443,0.3505,0.12018,-0.0021219,-0.015432,0.29147,0.21759,0.0032793,0.0030864,0,0.0052083,-0.0046296,-0.0005787,0
0,0,0,0,0,0.41667,0.41667,0,0,0.020833,0.125,0.020833,0,0,0,0,0,0
-0.000723386,-0.0021701,0.0021701,0.00072338,0.0073785,0.48741,0.34592,-0.0073785,-0.0028935,0.039786,0.125,0.0018808,0.0028935,0,0.00043403,0,-0.00043403,0
-0.002411312,-0.0033758,0.0053048,0.00048225,0.024595,0.54832,0.26534,-0.004919,-0.0096451,0.077064,0.096065,0.0012539,0.001929,0,0.0014468,-0.0011574,-0.00028935,0
-0.00289351,-0.0035365,0.0061085,0.0003215,0.051119,0.58546,0.20004,-0.0032793,-0.00643,0.098444,0.072531,0.00083591,0.001286,0,0.0017361,-0.0015432,-0.0001929,0
0,0.083333,0.083333,0,0,0.41667,0.41667,0,0,0,0,0,0,0,0,0,0,0
0,0.10648,0.060185,0,0,0.51389,0.31944,0,0,0,0,0,0,0,0,0,0,0
0.00462962,0.11574,0.046296,0,0.016975,0.57253,0.24383,0,0,0,0,0,0,0,0,0,0,0
0.0092593,0.12037,0.037037,0,0.046296,0.60185,0.18519,0,0,0,0,0,0,0,0,0,0,0
0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0.30556,0.19444,0,0,0.30556,0.19444,0,0,0,0,0,0,0,0,0,0,0
0.0092593,0.34259,0.14815,0,0.0092593,0.34259,0.14815,0,0,0,0,0,0,0,0,0,0,0
0.027778,0.36111,0.11111,0,0.027778,0.36111,0.11111,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0
0,0,0,0,0,0,0,0,0,0,0.33333,0.16667,0,0,0,0.33333,0.16667,0
0,0,0,0,0,0,0,0,0,0.020833,0.375,0.10417,0,0,0.020833,0.375,0.10417,0
0,0,0,0,0,0,0,0,0,0.0625,0.375,0.0625,0,0,0.0625,0.375,0.0625,0
0,0,0,0,0,0,0,0,0,0,0.41667,0.41667,0,0,0,0.083333,0.083333,0
0,0,0,0,0,0,0,0,0,0,0.56019,0.27315,0,0,0,0.11574,0.050926,0
0,0,0,0,0,0,0,0,0,0.037037,0.625,0.1713,0,0,0.0092593,0.125,0.032407,0
0,0,0,0,0,0,0,0,0,0.10417,0.625,0.10417,0,0,0.020833,0.125,0.020833,0
6.43e-05,0.0012217,-0.0007073,-0.0005787,-0.00096451,0.040316,0.11555,0.011767,0.0048868,0.0057227,0.36265,0.4845,-0.024434,0,-0.00096451,-0.007716,0.0086806,0
9.6451e-05,0.001061,-0.00067515,-0.00048225,-0.0014468,0.05353,0.10735,0.0072338,0.0073302,0.0085841,0.48032,0.37375,-0.036651,0,-0.0014468,-0.005787,0.0072338,0
0.00014468,0.00043403,-0.00043403,-0.00014468,-0.0021701,0.069878,0.096788,0.0021701,0.010995,0.012876,0.625,0.19546,-0.010995,0,-0.0021701,0,0.0021701,0
0,0,0,0,0,0.083333,0.083333,0,0,0.10417,0.625,0.10417,0,0,0,0,0,0
0.0001929,0.0036651,-0.0021219,-0.0017361,-0.0021219,0.12018,0.3505,0.031443,0.0030864,0.0032793,0.21759,0.29147,-0.015432,0,-0.0005787,-0.0046296,0.0052083,0
0.00028935,0.0031829,-0.0020255,-0.0014468,-0.0031829,0.15943,0.32784,0.015914,0.0046296,0.004919,0.28819,0.22541,-0.023148,0,-0.00086806,-0.0034722,0.0043403,0
0.00043403,0.0013021,-0.0013021,-0.00043403,-0.0047743,0.2079,0.2921,0.0047743,0.0069444,0.0073785,0.375,0.11762,-0.0069444,0,-0.0013021,0,0.0013021,0
0,0,0,0,0,0.25,0.25,0,0,0.0625,0.375,0.0625,0,0,0,0,0,0
0.0001929,0.0036651,-0.0021219,-0.0017361,-0.0021219,0.12018,0.3505,0.031443,0.0030864,0.0032793,0.21759,0.29147,-0.015432,0,-0.0005787,-0.0046296,0.0052083,0
0.00028935,0.0031829,-0.0020255,-0.0014468,-0.0031829,0.15943,0.32784,0.015914,0.0046296,0.004919,0.28819,0.22541,-0.023148,0,-0.00086806,-0.0034722,0.0043403,0
0.00043403,0.0013021,-0.0013021,-0.00043403,-0.0047743,0.2079,0.2921,0.0047743,0.0069444,0.0073785,0.375,0.11762,-0.0069444,0,-0.0013021,0,0.0013021,0
0,0,0,0,0,0.25,0.25,0,0,0.0625,0.375,0.0625,0,0,0,0,0,0
0.0003215,0.0061085,-0.0035365,-0.0028935,-0.0032793,0.20004,0.58546,0.051119,0.001286,0.00083591,0.072531,0.098444,-0.00643,0,-0.0001929,-0.0015432,0.0017361,0
0.00048225,0.0053048,-0.0033758,-0.0024113,-0.004919,0.26534,0.54832,0.024595,0.001929,0.0012539,0.096065,0.077064,-0.0096451,0,-0.00028935,-0.0011574,0.0014468,0
0.00072338,0.0021701,-0.0021701,-0.00072338,-0.0073785,0.34592,0.48741,0.0073785,0.0028935,0.0018808,0.125,0.039786,-0.0028935,0,-0.00043403,0,0.00043403,0
0,0,0,0,0,0.41667,0.41667,0,0,0.020833,0.125,0.020833,0,0,0,0,0,0
0,0.037037,0.12037,0.0092593,0,0.18519,0.60185,0.046296,0,0,0,0,0,0,0,0,0,0
0,0.046296,0.11574,0.0046296,0,0.24383,0.57253,0.016975,0,0,0,0,0,0,0,0,0,0
0,0.060185,0.10648,0,0,0.31944,0.51389,0,0,0,0,0,0,0,0,0,0,0
0,0.083333,0.083333,0,0,0.41667,0.41667,0,0,0,0,0,0,0,0,0,0,0
0,0.11111,0.36111,0.027778,0,0.11111,0.36111,0.027778,0,0,0,0,0,0,0,0,0,0
0,0.14815,0.34259,0.0092593,0,0.14815,0.34259,0.0092593,0,0,0,0,0,0,0,0,0,0
0,0.19444,0.30556,0,0,0.19444,0.30556,0,0,0,0,0,0,0,0,0,0,0
0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25
0,0,0,0,0,0,0,0,0,0,0,0.41667,0.083333,0,0,0,0.41667,0.083333
0,0,0,0,0,0,0,0,0,0,0.083333,0.41667,0,0,0,0.083333,0.41667,0
0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0
0,0,0,0,0,0,0,0,0,0,0,0.41667,0.41667,0,0,0,0.083333,0.083333
0,0,0,0,0,0,0,0,0,0,0,0.68519,0.14815,0,0,0,0.12963,0.037037
0,0,0,0,0,0,0,0,0,0,0.12963,0.7037,0,0,0,0.018519,0.14815,0
0,0,0,0,0,0,0,0,0,0,0.41667,0.41667,0,0,0,0.083333,0.083333,0
0,0,0,0,0,0,0.083333,0.083333,0,0,0,0.41667,0.41667,0,0,0,0,0
0,0,0,0,0,0,0.13889,0.027778,0,0,0,0.65741,0.17593,0,0,0,0,0
0,0.0015432,-0.0007716,-0.0007716,0,0.013889,0.13194,0.020833,0,0,0.12731,0.70602,0,0,0,-0.011574,0.011574,0
6.43e-05,0.0012217,-0.0007073,-0.0005787,-0.00096451,0.040316,0.11555,0.011767,0.0048868,0.0057227,0.36265,0.4845,-0.024434,0,-0.00096451,-0.007716,0.0086806,0
0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0,0,0,0
0,0,0,0,0,0,0.38889,0.11111,0,0,0,0.38889,0.11111,0,0,0,0,0
0,0.0046296,-0.0023148,-0.0023148,0,0.041667,0.39583,0.0625,0,0,0.076389,0.42361,0,0,0,-0.0069444,0.0069444,0
0.0001929,0.0036651,-0.0021219,-0.0017361,-0.0021219,0.12018,0.3505,0.031443,0.0030864,0.0032793,0.21759,0.29147,-0.015432,0,-0.0005787,-0.0046296,0.0052083,0
0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0,0,0,0
0,0,0,0,0,0,0.38889,0.11111,0,0,0,0.38889,0.11111,0,0,0,0,0
0,0.0046296,-0.0023148,-0.0023148,0,0.041667,0.39583,0.0625,0,0,0.076389,0.42361,0,0,0,-0.0069444,0.0069444,0
0.0001929,0.0036651,-0.0021219,-0.0017361,-0.0021219,0.12018,0.3505,0.031443,0.0030864,0.0032793,0.21759,0.29147,-0.015432,0,-0.0005787,-0.0046296,0.0052083,0
0,0,0,0,0,0,0.41667,0.41667,0,0,0,0.083333,0.083333,0,0,0,0,0
0,0,0,0,0,0,0.63889,0.19444,0,0,0,0.12037,0.046296,0,0,0,0,0
0,0.007716,-0.003858,-0.003858,0,0.069444,0.65972,0.10417,0,0,0.025463,0.1412,0,0,0,-0.0023148,0.0023148,0
0.0003215,0.0061085,-0.0035365,-0.0028935,-0.0032793,0.20004,0.58546,0.051119,0.001286,0.00083591,0.072531,0.098444,-0.00643,0,-0.0001929,-0.0015432,0.0017361,0
0,0,0.083333,0.083333,0,0,0.41667,0.41667,0,0,0,0,0,0,0,0,0,0
0,0,0.12963,0.037037,0,0,0.61111,0.22222,0,0,0,0,0,0,0,0,0,0
0,0.018519,0.12963,0.018519,0,0.067901,0.66049,0.10494,0,0,0,0,0,0,0,0,0,0
0,0.037037,0.12037,0.0092593,0,0.18519,0.60185,0.046296,0,0,0,0,0,0,0,0,0,0
0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0
0,0,0.36111,0.13889,0,0,0.36111,0.13889,0,0,0,0,0,0,0,0,0,0
0,0.037037,0.39815,0.064815,0,0.037037,0.39815,0.064815,0,0,0,0,0,0,0,0,0,0
0,0.11111,0.36111,0.027778,0,0.11111,0.36111,0.027778,0,0,0,0,0,0,0,0,0,0
