0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0
0,0,0,0,0,0,0,0.4166666667,0.08333333333,0,0,0.4166666667,0.08333333333,0
0,0,0,0,0,0,0.08333333333,0.4166666667,0,0,0.08333333333,0.4166666667,0,0
0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0
0,0,0,0,0,0,0,0.4166666667,0.4166666667,0,0,0.08333333333,0.08333333333,0
0,0,0,0,0,0,0,0.7083333333,0.125,0,0,0.1527777778,0.01388888889,0
0,0,0,0,0,0,0.1527777778,0.6805555556,0,0,0.04166666667,0.125,0,0
0,0,0,0,0,0,0.4166666667,0.4166666667,0,0,0.08333333333,0.08333333333,0,0
0,0,0,-0.01041666667,0.1875,-0.01041666667,0.03125,0.3854166667,0.3854166667,0.03125,0,0,0,0
0,0,0,-0.003472222222,0.1875,-0.01736111111,0.07986111111,0.5451388889,0.2256944444,-0.01736111111,0,0,0,0
0,0,0,0.02777777778,0.1388888889,0,0.1944444444,0.6388888889,0,0,0,0,0,0
0,0,0,0.08333333333,0.08333333333,0,0.4166666667,0.4166666667,0,0,0,0,0,0
0,0,0,0.03125,0.4375,0.03125,0.03125,0.21875,0.21875,0.03125,0,0,0,0
0,0,0,0.0625,0.4375,0,0.0625,0.3125,0.125,0,0,0,0,0
0,0,0,0.125,0.375,0,0.125,0.375,0,0,0,0,0,0
0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0
0,0,0,0.03125,0.4375,0.03125,0.03125,0.21875,0.21875,0.03125,0,0,0,0
0,0,0,0.0625,0.4375,0,0.0625,0.3125,0.125,0,0,0,0,0
0,0,0,0.125,0.375,0,0.125,0.375,0,0,0,0,0,0
0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0
0,0,0,0.07291666667,0.6875,0.07291666667,0.03125,0.05208333333,0.05208333333,0.03125,0,0,0,0
0,0,0,0.1284722219,0.6875,0.01736111121,0.04513888818,0.07986111116,0.02430555512,0.01736111111,0,0,0,0
0,0,0,0.2222222222,0.6111111111,0,0.05555555556,0.1111111111,0,0,0,0,0,0
0,0,0,0.4166666667,0.4166666667,0,0.08333333333,0.08333333333,0,0,0,0,0,0
0.02083333333,0.125,0.02083333333,0.1041666667,0.625,0.1041666667,0,0,0,0,0,0,0,0
0.02777777778,0.125,0.01388888889,0.1666666667,0.625,0.04166666667,0,0,0,0,0,0,0,0
0.04166666667,0.125,0,0.2638888889,0.5694444444,0,0,0,0,0,0,0,0,0
0.08333333333,0.08333333333,0,0.4166666667,0.4166666667,0,0,0,0,0,0,0,0,0
0.0625,0.375,0.0625,0.0625,0.375,0.0625,0,0,0,0,0,0,0,0
0.1041666667,0.375,0.02083333333,0.1041666667,0.375,0.02083333333,0,0,0,0,0,0,0,0
0.1666666667,0.3333333333,0,0.1666666667,0.3333333333,0,0,0,0,0,0,0,0,0
0.25,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25
0,0,0,0,0,0,0,0,0.4166666667,0.08333333333,0,0,0.4166666667,0.08333333333
0,0,0,0,0,0,0,0.08333333333,0.4166666667,0,0,0.08333333333,0.4166666667,0
0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0
0,0,0,0,0,0,0,0,0.4166666667,0.4166666667,0,0,0.08333333333,0.08333333333
0,0,0,0,0,0,0,0,0.6805555556,0.1527777778,0,0,0.125,0.04166666667
0,0,0,0,0,0,0,0.125,0.7083333333,0,0,0.01388888889,0.1527777778,0
0,0,0,0,0,0,0,0.4166666667,0.4166666667,0,0,0.08333333333,0.08333333333,0
0,0,0,0,0.08333333333,0.08333333333,0,0,0.4166666667,0.4166666667,0,0,0,0
0,0,0,0,0.1388888889,0.02777777778,0,0,0.6388888889,0.1944444444,0,0,0,0
0,0,0,-0.01736111111,0.1875,-0.003472222222,-0.01736111111,0.2256944444,0.5451388889,0.07986111111,0,0,0,0
0,0,0,-0.01041666667,0.1875,-0.01041666667,0.03125,0.3854166667,0.3854166667,0.03125,0,0,0,0
0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
0,0,0,0,0.375,0.125,0,0,0.375,0.125,0,0,0,0
0,0,0,0,0.4375,0.0625,0,0.125,0.3125,0.0625,0,0,0,0
0,0,0,0.03125,0.4375,0.03125,0.03125,0.21875,0.21875,0.03125,0,0,0,0
0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0
0,0,0,0,0.375,0.125,0,0,0.375,0.125,0,0,0,0
0,0,0,0,0.4375,0.0625,0,0.125,0.3125,0.0625,0,0,0,0
0,0,0,0.03125,0.4375,0.03125,0.03125,0.21875,0.21875,0.03125,0,0,0,0
0,0,0,0,0.4166666667,0.4166666667,0,0,0.08333333333,0.08333333333,0,0,0,0
0,0,0,0,0.6111111111,0.2222222222,0,0,0.1111111111,0.05555555556,0,0,0,0
0,0,0,0.01736111111,0.6875,0.1284722222,0.01736111111,0.02430555556,0.07986111111,0.04513888889,0,0,0,0
0,0,0,0.07291666667,0.6875,0.07291666667,0.03125,0.05208333333,0.05208333333,0.03125,0,0,0,0
0,0.08333333333,0.08333333333,0,0.4166666667,0.4166666667,0,0,0,0,0,0,0,0
0,0.125,0.04166666667,0,0.5694444444,0.2638888889,0,0,0,0,0,0,0,0
0.01388888889,0.125,0.02777777778,0.04166666667,0.625,0.1666666667,0,0,0,0,0,0,0,0
0.02083333333,0.125,0.02083333333,0.1041666667,0.625,0.1041666667,0,0,0,0,0,0,0,0
0,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0
0,0.3333333333,0.1666666667,0,0.3333333333,0.1666666667,0,0,0,0,0,0,0,0
0.02083333333,0.375,0.1041666667,0.02083333333,0.375,0.1041666667,0,0,0,0,0,0,0,0
0.0625,0.375,0.0625,0.0625,0.375,0.0625,0,0,0,0,0,0,0,0
