# copyright(c)Jorg Peters [jorg.peters@gmail.com]
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.1041666667,0.02083333333,0.02083333331,0.1041666669
0.75,0.1458333333,0.0625,-0.02083333333,0.0625
0.75,0.1041666667,0.1041666667,0.02083333332,0.02083333331
0.6666666667,0.1666666667,0,0,0.1666666667
0.6666666667,0.3333333333,0,0,0
0.6666666667,0.1666666667,0.1666666667,0,0
0.5,0.25,0,0,0.25
0.5,0.5,0,0,0
0.5,0.25,0.25,0,0
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.1041666667,0.1041666667,0.02083333333,0.02083333333
0.75,0.0625,0.1458333333,0.0625,-0.02083333333
0.75,0.02083333333,0.1041666667,0.1041666667,0.02083333333
0.6666666667,0.1666666667,0.1666666667,0,0
0.6666666667,0,0.3333333333,0,0
0.6666666667,0,0.1666666667,0.1666666667,0
0.5,0.25,0.25,0,0
0.5,0,0.5,0,0
0.5,0,0.25,0.25,0
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.02083333333,0.1041666667,0.1041666667,0.02083333333
0.75,-0.02083333333,0.0625,0.1458333333,0.0625
0.75,0.02083333333,0.02083333333,0.1041666661,0.1041666668
0.6666666667,0,0.1666666667,0.1666666667,0
0.6666666667,0,0,0.3333333333,0
0.6666666667,0,0,0.1666666667,0.1666666667
0.5,0,0.25,0.25,0
0.5,0,0,0.5,0
0.5,0,0,0.25,0.25
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.0625,0.0625,0.0625,0.0625
0.75,0.02083333333,0.02083333333,0.1041666667,0.1041666666
0.75,0.0625,-0.02083333333,0.0625,0.1458333333
0.75,0.1041666667,0.02083333333,0.02083333331,0.1041666662
0.6666666667,0,0,0.1666666667,0.1666666661
0.6666666667,0,0,0,0.3333333333
0.6666666667,0.1666666667,0,0,0.1666666662
0.5,0,0,0.25,0.25
0.5,0,0,0,0.5
0.5,0.25,0,0,0.25
