# copyright(c)Jorg Peters [jorg.peters@gmail.com]
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.0743688048,0.04526116353,0.00896452854,-0.00718899371,0.00896452854,0.04526116353,0.0743688048
0.75,0.08333333333,0.06540427625,0.02511805076,-0.00718899371,-0.00718899371,0.02511805076,0.06540427625
0.75,0.0743688048,0.0743688048,0.04526116353,0.00896452854,-0.00718899371,0.00896452854,0.04526116353
0.6666666667,0.1666666667,0,0,0,0,0,0.1666666667
0.6666666667,0.3333333333,0,0,0,0,0,0
0.6666666667,0.1666666667,0.1666666667,0,0,0,0,0
0.5,0.25,0,0,0,0,0,0.25
0.5,0.5,0,0,0,0,0,0
0.5,0.25,0.25,0,0,0,0,0
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.0743688048,0.0743688048,0.04526116353,0.00896452854,-0.00718899371,0.00896452854,0.04526116353
0.75,0.06540427625,0.08333333333,0.06540427625,0.02511805076,-0.00718899371,-0.00718899371,0.02511805076
0.75,0.04526116353,0.0743688048,0.0743688048,0.04526116353,0.00896452854,-0.00718899371,0.00896452854
0.6666666667,0.1666666667,0.1666666667,0,0,0,0,0
0.6666666667,0,0.3333333333,0,0,0,0,0
0.6666666667,0,0.1666666667,0.1666666667,0,0,0,0
0.5,0.25,0.25,0,0,0,0,0
0.5,0,0.5,0,0,0,0,0
0.5,0,0.25,0.25,0,0,0,0
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.04526116353,0.0743688048,0.0743688048,0.04526116353,0.00896452854,-0.00718899371,0.00896452854
0.75,0.02511805076,0.06540427625,0.08333333333,0.06540427625,0.02511805076,-0.00718899371,-0.00718899371
0.75,0.00896452854,0.04526116353,0.0743688048,0.0743688048,0.04526116353,0.00896452854,-0.00718899371
0.6666666667,0,0.1666666667,0.1666666667,0,0,0,0
0.6666666667,0,0,0.3333333333,0,0,0,0
0.6666666667,0,0,0.1666666667,0.1666666667,0,0,0
0.5,0,0.25,0.25,0,0,0,0
0.5,0,0,0.5,0,0,0,0
0.5,0,0,0.25,0.25,0,0,0
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.00896452854,0.04526116353,0.0743688048,0.0743688048,0.04526116353,0.00896452854,-0.00718899371
0.75,-0.00718899371,0.02511805076,0.06540427625,0.08333333333,0.06540427625,0.02511805076,-0.00718899371
0.75,-0.00718899371,0.00896452854,0.04526116353,0.0743688048,0.0743688048,0.04526116353,0.00896452854
0.6666666667,0,0,0.1666666667,0.1666666667,0,0,0
0.6666666667,0,0,0,0.3333333333,0,0,0
0.6666666667,0,0,0,0.1666666667,0.1666666667,0,0
0.5,0,0,0.25,0.25,0,0,0
0.5,0,0,0,0.5,0,0,0
0.5,0,0,0,0.25,0.25,0,0
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,-0.00718899371,0.00896452854,0.04526116353,0.0743688048,0.0743688048,0.04526116353,0.00896452854
0.75,-0.00718899371,-0.00718899371,0.02511805076,0.06540427625,0.08333333333,0.06540427625,0.02511805076
0.75,0.00896452854,-0.00718899371,0.00896452854,0.04526116353,0.0743688048,0.0743688048,0.04526116353
0.6666666667,0,0,0,0.1666666667,0.1666666667,0,0
0.6666666667,0,0,0,0,0.3333333333,0,0
0.6666666667,0,0,0,0,0.1666666667,0.1666666667,0
0.5,0,0,0,0.25,0.25,0,0
0.5,0,0,0,0,0.5,0,0
0.5,0,0,0,0,0.25,0.25,0
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571
0.75,0.00896452854,-0.00718899371,0.00896452854,0.04526116353,0.0743688048,0.0743688048,0.04526116353
0.75,0.02511805076,-0.00718899371,-0.00718899371,0.02511805076,0.06540427625,0.08333333333,0.06540427625
0.75,0.04526116353,0.00896452854,-0.00718899371,0.00896452854,0.04526116353,0.0743688048,0.0743688048
0.6666666667,0,0,0,0,0.1666666667,0.1666666667,0
0.6666666667,0,0,0,0,0,0.3333333333,0
0.6666666667,0,0,0,0,0,0.1666666667,0.1666666667
0.5,0,0,0,0,0.25,0.25,0
0.5,0,0,0,0,0,0.5,0
0.5,0,0,0,0,0,0.25,0.25
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428579
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428572,0.03571428571
0.75,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428571,0.03571428578
0.75,0.04526116353,0.00896452854,-0.00718899371,0.00896452854,0.04526116353,0.0743688048,0.0743688046
0.75,0.06540427625,0.02511805076,-0.00718899371,-0.00718899371,0.02511805076,0.06540427621,0.08333333332
0.75,0.0743688048,0.04526116353,0.00896452854,-0.00718899371,0.00896452854,0.04526116353,0.0743688041
0.6666666667,0,0,0,0,0,0.1666666667,0.1666666662
0.6666666667,0,0,0,0,0,0,0.3333333333
0.6666666667,0.1666666667,0,0,0,0,0,0.1666666667
0.5,0,0,0,0,0,0.25,0.25
0.5,0,0,0,0,0,0,0.5
0.5,0.25,0,0,0,0,0,0.25
