# copyright(c)Jorg Peters [jorg.peters@gmail.com]
0.07000000002,0.01000000001,0.07000000002,0.01,0.07,0.01,0.07,0.01,0.07,0.01,0.6
0.08356923675,0.01711177127,0.1139109725,0.01711177127,0.08356923675,0.007283545104,0.03447527697,0.001209367273,0.03447527697,0.007283545104,0.6
0.09265028324,0.03234971676,0.1940983006,0.03234971676,0.09265028324,0,0,0,0,0,0.5559016994
0.06250000002,0.06250000001,0.375,0.0625,0.0625,0,0,0,0,0,0.3750000001
0.1139109725,0.01711177127,0.08356923675,0.007283545104,0.03447527697,0.001209367273,0.03447527697,0.007283545104,0.08356923675,0.01711177127,0.6
0.1304304706,0.02989604068,0.1304304706,0.01060588066,0.04044959983,0.000960223913,0.01429635882,0.000960223911,0.04044959983,0.01060588066,0.5909152503
0.1451001888,0.05081054463,0.2127322004,0.02010018883,0.03398907771,0,0,0,0,0,0.5372677996
0.1041666667,0.1041666667,0.375,0.02083333333,0.02083333333,0,0,0,0,0,0.375
0.1940983006,0.03234971676,0.09265028324,0,0,0,0,0,0.09265028324,0.03234971671,0.5559016999
0.2127322004,0.05081054463,0.1451001888,0,0,0,0,0,0.03398907771,0.02010018882,0.5372677991
0.2222222222,0.08626591136,0.2222222222,0,0,0,0,0,0,0,0.4692896442
0.1666666667,0.1666666667,0.3333333333,0,0,0,0,0,0,0,0.3333333333
0.375,0.0625,0.0625,0,0,0,0,0,0.0625,0.0625,0.375
0.375,0.1041666667,0.1041666667,0,0,0,0,0,0.02083333333,0.02083333333,0.375
0.3333333333,0.1666666667,0.1666666667,0,0,0,0,0,0,0,0.3333333333
0.25,0.25,0.25,0,0,0,0,0,0,0,0.25
0.07000000002,0.01,0.07,0.01,0.07,0.01,0.07,0.01,0.07000000002,0.01000000001,0.6
0.1139109725,0.01711177127,0.08356923675,0.007283545104,0.03447527697,0.001209367273,0.03447527697,0.007283545104,0.08356923675,0.01711177127,0.6
0.1940983006,0.03234971676,0.09265028324,0,0,0,0,0,0.09265028324,0.03234971671,0.5559016998
0.375,0.0625,0.0625,0,0,0,0,0,0.06250000002,0.06250000001,0.3750000006
0.08356923675,0.007283545104,0.03447527697,0.001209367273,0.03447527697,0.007283545104,0.08356923675,0.01711177127,0.1139109725,0.01711177127,0.6
0.1304304706,0.01060588066,0.04044959983,0.000960223913,0.01429635882,0.000960223911,0.04044959983,0.01060588066,0.1304304706,0.02989604061,0.5909152502
0.2127322004,0.02010018883,0.03398907771,0,0,0,0,0,0.1451001888,0.05081054463,0.5372677991
0.375,0.02083333333,0.02083333333,0,0,0,0,0,0.1041666667,0.1041666667,0.375
0.09265028324,0,0,0,0,0,0.09265028324,0.03234971676,0.1940983006,0.03234971676,0.5559016992
