# copyright(c)Jorg Peters [jorg.peters@gmail.com]
.2500000000,0,0,0,0,0,0,0,0,0,.2500000000,.2500000000,.2500000000
.2083333333,0,0,0,0,0,0,0,0,0,.2916666667,.2083333333,.2916666667
.1718750000,0,0,0,0,0,0,0,.5208333332e-2,.5208333332e-2,.3229166667,.1718750000,.3229166667
.1406250000,0,0,0,0,0,0,0,.1562500000e-1,.1562500000e-1,.3437500000,.1406250000,.3437500000
.2916666667,0,0,0,0,0,0,0,0,0,.2083333333,.2083333333,.2916666667
.2430555556,0,0,0,0,0,0,0,0,0,.2430555556,.1630372657,.3508516233
.2018425640,0,0,0,0,0,0,0,.7398119570e-2,.5662008458e-2,.2611668381,.1286901292,.3952403407
.1670363941,0,0,0,0,0,0,0,.2120306070e-1,.1401213134e-1,.2686149691,.1023180298,.4268154150
.3229166667,.5208333332e-2,.5208333332e-2,0,0,0,0,0,0,0,.1718750000,.1718750000,.3229166667
.2611668381,.5662008458e-2,.7398119570e-2,0,0,0,0,0,0,0,.2018425640,.1286901292,.3952403407
.2124865923,.4722981796e-2,.8601101981e-2,.827587883e-4,.7157338624e-3,.9619601293e-4,.7157338624e-3,.827587883e-4,.8601101982e-2,.4722981797e-2,.2124865923,.9799169376e-1,.4486937726
.1733396861,.3789898884e-2,.9242621100e-2,.1849492426e-3,.1153113047e-2,.1772246856e-3,.2253106301e-2,.3245021935e-3,.2282838594e-1,.1070938488e-1,.2140851240,.7582716106e-1,.4860848426
.3437500000,.1562500000e-1,.1562500000e-1,0,0,0,0,0,0,0,.1406250000,.1406250000,.3437500000
.2686149691,.1401213134e-1,.2120306070e-1,0,0,0,0,0,0,0,.1670363941,.1023180298,.4268154150
.2140851240,.1070938488e-1,.2282838594e-1,.3245021935e-3,.2253106301e-2,.1772246856e-3,.1153113047e-2,.1849492426e-3,.9242621100e-2,.3789898883e-2,.1733396862,.7582716106e-1,.4860848426
.1714020490,.8078953662e-2,.2310478056e-1,.6247572376e-3,.4528739289e-2,.4066743650e-3,.4528739289e-2,.6247572376e-3,.2310478056e-1,.8078953661e-2,.1714020490,.5721113954e-1,.5269036265
.3437500000,.1562500000e-1,.1562500000e-1,0,0,0,0,0,0,0,.1406250000,.1406250000,.3437500000
.2686149691,.1401213134e-1,.2120306070e-1,0,0,0,0,0,0,0,.1670363941,.1023180298,.4268154150
.2140851240,.1070938488e-1,.2282838594e-1,.3245021935e-3,.2253106301e-2,.1772246856e-3,.1153113047e-2,.1849492426e-3,.9242621100e-2,.3789898883e-2,.1733396862,.7582716106e-1,.4860848426
.1714020490,.8078953662e-2,.2310478056e-1,.6247572376e-3,.4528739289e-2,.4066743650e-3,.4528739289e-2,.6247572376e-3,.2310478056e-1,.8078953661e-2,.1714020490,.5721113954e-1,.5269036265
.3645833333,.2604166668e-1,.2604166668e-1,0,0,0,0,0,0,0,.1093750000,.1093750000,.3645833333
.2760631001,.2236225423e-1,.3500800183e-1,0,0,0,0,0,0,0,.1322302240,.7594593050e-1,.4583904893
.2156836555,.1669578796e-1,.3705566990e-1,.5662455990e-3,.3790478741e-2,.2582533586e-3,.1590492232e-2,.2871396969e-3,.9884140220e-2,.2856815972e-2,.1341927801,.5366262835e-1,.5234759125
.1694644119,.1236800844e-1,.3696694001e-1,.1064565234e-2,.7904365528e-2,.6361240450e-3,.6804372274e-2,.925012283e-3,.2338117518e-1,.5448522450e-2,.1287189742,.3859511803e-1,.5677224101
.3750000000,.4166666668e-1,.4166666668e-1,0,0,0,0,0,0,0,.8333333332e-1,.8333333332e-1,.3750000000
.2728480796,.3340049154e-1,.5521976451e-1,0,0,0,0,0,0,0,.1038308756,.5754886831e-1,.4771519204
.2085700980,.2414110730e-1,.5727283447e-1,.9710914173e-3,.6048471165e-2,.3241146913e-3,.1850535333e-2,.4046440214e-3,.9600497361e-2,.1734181840e-2,.1042458062,.4003199837e-1,.5448046200
.1592858455,.1715621911e-1,.5544863780e-1,.1759231982e-2,.1350250496e-1,.917798718e-3,.9102531947e-2,.1201020178e-2,.2230863920e-1,.3490406486e-2,.9788266974e-1,.2785394379e-1,.5900905506
.3750000000,.6250000000e-1,.6250000000e-1,0,0,0,0,0,0,0,.6250000000e-1,.6250000000e-1,.3750000000
.2649176954,.4415294926e-1,.8084705074e-1,0,0,0,0,0,0,0,.8084705074e-1,.4415294926e-1,.4850823046
.1990848336,.3005535781e-1,.8074455226e-1,.1580332512e-2,.9141617649e-2,.4257171004e-3,.2162044920e-2,.4257171004e-3,.9141617649e-2,.1580332512e-2,.8074455226e-1,.3005535781e-1,.5548579668
.1483129502,.2042341062e-1,.7554106924e-1,.2912792470e-2,.2032186353e-1,.1234123434e-2,.1101607905e-1,.1234123434e-2,.2032186354e-1,.2912792470e-2,.7554106924e-1,.2042341062e-1,.5998044522
.1406250000,0,0,0,0,0,0,0,.1562500000e-1,.1562500000e-1,.3437500000,.1406250000,.3437500000
.1093750000,0,0,0,0,0,0,0,.2604166668e-1,.2604166668e-1,.3645833333,.1093750000,.3645833333
.8333333332e-1,0,0,0,0,0,0,0,.4166666668e-1,.4166666668e-1,.3750000000,.8333333332e-1,.3750000000
.6250000000e-1,0,0,0,0,0,0,0,.6250000000e-1,.6250000000e-1,.3750000000,.6250000000e-1,.3750000000
.1670363941,0,0,0,0,0,0,0,.2120306070e-1,.1401213134e-1,.2686149691,.1023180298,.4268154150
.1322302240,0,0,0,0,0,0,0,.3500800183e-1,.2236225423e-1,.2760631001,.7594593051e-1,.4583904893
.1038308756,0,0,0,0,0,0,0,.5521976451e-1,.3340049154e-1,.2728480795,.5754886831e-1,.4771519204
.8084705074e-1,0,0,0,0,0,0,0,.8084705074e-1,.4415294926e-1,.2649176954,.4415294926e-1,.4850823046
.1733396861,.3789898884e-2,.9242621100e-2,.1849492426e-3,.1153113047e-2,.1772246856e-3,.2253106301e-2,.3245021935e-3,.2282838594e-1,.1070938488e-1,.2140851240,.7582716101e-1,.4860848429
